SkillId,Skill_US,Phases
9311,applescript,Software
9312,ionizing radiation,Materials
9313,apache cxf,Software
9314,graduate teaching,Support Activities
9315,computer aided manufacturing (cam),Tooling and Machining
9316,insulin pump,Tooling and Machining
9321,invoice auditing,Support Activities
9323,historic preservation,Support Activities
9325,multi-state payroll,Support Activities
9326,eeo compliance,Support Activities
9327,locking pliers,Tooling and Machining
9328,bayesian networks,Support Activities
9330,blogging,Support Activities
9333,corporate wellness,Support Activities
9336,direct store delivery (dsd),Support Activities
9337,gerd,Software
9338,green contractor,Support Activities
9339,threat assessments,Support Activities
9340,qlikview,Support Activities
9341,organogenesis,Software
9344,italian,General Skills
9345,logistics sales,Support Activities
9349,electrical troubleshooting,Tooling and Machining
9350,neurological injury,Support Activities
9352,inbound transportation analysis,Supply Chain and Logistics
9353,voice communications,Software
9354,energy efficiency,Support Activities
9355,labor disputes,Support Activities
9357,transducer,Tooling and Machining
9358,entomology,Software
9360,medical records analysis,Support Activities
9362,sunos,Software
9363,operational data store (ods),Software
9365,sales management,Support Activities
9366,breaker installation,Tooling and Machining
9367,fixed asset accounting,Support Activities
9368,icd-9-cm coding,Software
9369,congenital heart disease knowledge,Production and Assembling
9371,water sample collection,Support Activities
9372,overcoming objections,Support Activities
9373,immunologic conditions,Support Activities
9374,caideal,Software
9375,dental industry knowledge,Support Activities
9376,cell passage,Materials
9377,environmental claims,Support Activities
9378,solar farm,Support Activities
9380,x/motif,Software
9382,bagging items,Support Activities
9383,aquafarming industry knowledge,Support Activities
9384,boiler operation,Tooling and Machining
9387,equipment / instrument sterilization,Tooling and Machining
9388,quarkxpress,Design
9389,sustainable engineering,Ideation and Development
9392,dna technology,Materials
9393,accounts payable workflow system,Support Activities
9394,electromechanical design,Design
9395,sublingual,Materials
9396,lead qualification,Support Activities
9397,crohn's disease knowledge,Materials
9399,cell lysis,Materials
9401,geriatrics,Support Activities
9402,process sequencing,Materials
9404,sales analytics,Support Activities
9406,cision,Support Activities
9407,hr payroll web,Software
9408,tickit,Software
9409,credit union industry knowledge,Support Activities
9410,remedial design/remedial action (rd/ra),Tooling and Machining
9411,packaging processes,Support Activities
9414,toileting,Support Activities
9418,power generation,Tooling and Machining
9421,milling,Tooling and Machining
9422,equipment monitoring,Tooling and Machining
9423,client account audits,Support Activities
9424,cubase,Software
9425,waterproofing,Support Activities
9426,randomized controlled trial,Support Activities
9427,organic chemistry,Materials
9429,imaging and therapy,Software
9431,laser surgery,Support Activities
9432,energy efficient lighting,Tooling and Machining
9433,immune system,Support Activities
9434,mastitis,Software
9436,mixing tanks,Tooling and Machining
9438,water supply system network design,Software
9439,yellow fever,Materials
9440,cold calling,Support Activities
9441,automotive hydraulic systems,Tooling and Machining
9442,marketing channels,Support Activities
9444,gel electrophoresis,Materials
9446,consolidated procurement,Support Activities
9447,liposomes,Materials
9448,nail care,Support Activities
9450,tracer development,Ideation and Development
9451,bus safety,Software
9452,medical equipment selection,Supply Chain and Logistics
9453,anoxia,Software
9455,advertising revenue,Support Activities
9456,avaya,Support Activities
9457,health record documentation,Support Activities
9458,petty cash disbursement,Support Activities
9459,supply chain organizational development,Ideation and Development
9461,pericardium,Software
9462,marketing research industry knowledge,Support Activities
9463,vitalstim,Software
9465,photo shoots,Support Activities
9466,inventory accounting,Support Activities
9468,sales goals,Support Activities
9469,electronic medical records (emr) sales,Support Activities
9472,promotional planning,Support Activities
9473,windows ce,Software
9475,child safety,Support Activities
9477,vaccine delivery,Support Activities
9478,diabetes management,Support Activities
9482,patent law,Support Activities
9483,sphygmomanometer,Tooling and Machining
9484,amoxicillin,Materials
9486,pediatric intensive care unit (picu),Software
9487,cell organization,Software
9488,mass spectrometry,Materials
9489,internet sales,Support Activities
9490,rainwater harvesting,Tooling and Machining
9491,transportation carrier management,Supply Chain and Logistics
9492,respiratory syncytial virus (rsv),Software
9493,purchased materials inventory management,Supply Chain and Logistics
9494,surgical instruments,Tooling and Machining
9495,enthalpy,Support Activities
9497,web standards,Software
9499,specialty care,Support Activities
9503,openbsd,Software
9504,microsoft systems management server,Software
9505,energy efficiency improvement,Support Activities
9506,data wiring,Software
9507,x-ray (radiograph) processing,Support Activities
9508,microsoft crm,Support Activities
9509,year end accounts,Support Activities
9510,restriction fragment length polymorphism (rflp),Materials
9511,catabolism,Materials
9512,x-runner,Software
9513,electrical tools,Tooling and Machining
9514,tax documentation,Support Activities
9515,conventional medicine,Support Activities
9517,sales recruiting,Support Activities
9518,cash control,Support Activities
9519,freight sales,Support Activities
9520,sap netweaver,Software
9522,sales,Support Activities
9523,retail planning,Support Activities
9528,sediment removal,Materials
9529,sore throat,Support Activities
9530,indexing,Software
9531,human genetics,Support Activities
9534,medical history acquisition,Support Activities
9536,data conversion,Support Activities
9537,insomnia,Software
9538,celebrex,Materials
9539,electronic funds transfer (eft),Support Activities
9540,adding machine,Support Activities
9541,scleroderma diagnosis / treatment,Tooling and Machining
9542,change management,Support Activities
9543,brain aneurysm diagnosis / treatment,Software
9544,neonatal resuscitation,Support Activities
9545,microsoft access,Software
9548,reverse phase liquid chromatography,Materials
9549,electrical power generation,Tooling and Machining
9550,software support info preparation,Software
9551,fractures,Software
9554,cochlear implant,Software
9555,asset valuation,Support Activities
9557,illness prevention,Support Activities
9559,inventory labeling,Supply Chain and Logistics
9560,internal fixation,Tooling and Machining
9561,patient condition monitoring,Supply Chain and Logistics
9562,print production,Production and Assembling
9563,aftermarket sales,Support Activities
9566,instrument design,Design
9567,commercial design,Design
9568,elementary education,Support Activities
9571,environmental stewardship,Support Activities
9575,competitive analysis,Support Activities
9577,x-rays,Support Activities
9578,laboratory information management system (lims),Software
9579,lupus,Software
9580,ejection fraction,Tooling and Machining
9582,microsoft exchange,Software
9583,mckesson system,Software
9584,environmental due diligence,Support Activities
9585,water conservation planning,Support Activities
9586,residential appliance repair,Tooling and Machining
9587,sales forecasting,Support Activities
9588,electronic health record implementation,Support Activities
9589,travel arrangements,Support Activities
9590,hormone replacement therapy,Materials
9593,new drug application nda,Ideation and Development
9595,campaign management,Support Activities
9597,eukaryote,Materials
9598,installation planning,Supply Chain and Logistics
9599,phase iii clinical trial,Software
9605,cande,Software
9607,water piping systems,Tooling and Machining
9608,airflow meters,Tooling and Machining
9609,immunogenetics,Software
9611,next generation robotics,Tooling and Machining
9612,value analysis facilitation,Support Activities
9613,inventory forecasting,Supply Chain and Logistics
9614,javabeans,Software
9617,security officer supervision,Support Activities
9618,asset management packages,Support Activities
9623,analog interfacing,Tooling and Machining
9624,oculoplastics,Software
9626,blood clot,Software
9627,genetic material,Materials
9632,heat transfer design,Production and Assembling
9633,baggage handling,Supply Chain and Logistics
9637,cost control,Support Activities
9638,employee benefits design,Support Activities
9639,digital and analog design,Design
9641,plant cell culture,Materials
9642,microvax,Support Activities
9643,clean water act,Support Activities
9644,food delivery,Supply Chain and Logistics
9646,hybridoma technology,Software
9647,financial transactions,Support Activities
9648,line art,Design
9650,cell maintenance,Software
9652,strategic planning principles,Support Activities
9655,shipping preparation,Supply Chain and Logistics
9656,git,Software
9657,sourcing support,Supply Chain and Logistics
9658,materials science,Materials
9663,dwarfism diagnosis / treatment,Tooling and Machining
9665,green design,Design
9666,cultural competency training,Support Activities
9669,processing item returns,Support Activities
9671,gasoline fuel systems,Tooling and Machining
9672,marketing performance measurement,Support Activities
9674,ventilation maintenance,Tooling and Machining
9677,analog design,Design
9678,disciplinary procedures,Support Activities
9682,device setup,Software
9683,maximo,Supply Chain and Logistics
9684,equipment specification preparation,Tooling and Machining
9686,estate planning,Support Activities
9687,varicose vein,Software
9688,telecommunications industry knowledge,Support Activities
9690,punch presses,Production and Assembling
9694,investment recommendations,Support Activities
9695,radiation protection standards,Support Activities
9696,microsoft operating systems,Software
9700,esql,Software
9701,adp reportsmith,Software
9703,financial analysis,Support Activities
9704,airboats,Software
9705,documentation of vendor services,Software
9706,period-end closing procedures,Support Activities
9708,accounting regulations,Support Activities
9709,clinical features,Support Activities
9710,aorta,Materials
9711,ibm websphere,Software
9712,heparin,Materials
9713,performance yield,Support Activities
9715,account receivable cash application,Support Activities
9719,civil aviation authority,Supply Chain and Logistics
9721,telecom billing,Support Activities
9722,hard to fill positions,Support Activities
9723,export compliance,Support Activities
9724,marketing effectiveness,Support Activities
9726,decision making,General Skills
9727,autolisp,Software
9729,medical records verification,Support Activities
9731,alcoholic beverage industry knowledge,Support Activities
9732,process adjustment,Support Activities
9733,spotfire,Support Activities
9734,portuguese,General Skills
9735,mail sorting,Support Activities
9737,natural sciences,Support Activities
9738,patient record analysis,Support Activities
9739,severe disability,Support Activities
9741,sourcing proposal coordination,Supply Chain and Logistics
9743,developmentally delayed children,Ideation and Development
9745,architectural techniques,Design
9746,order processing systems,Support Activities
9748,business case analysis,Support Activities
9749,printer training for customers,Support Activities
9750,drain cleaning cables,Tooling and Machining
9752,chicago manual of style,Support Activities
9753,plasmid purification,Materials
9754,dojo toolkit,Software
9755,pizza delivery,Support Activities
9757,annealing furnaces,Production and Assembling
9758,store merchandising,Support Activities
9759,financial consulting,Support Activities
9760,soffit,Software
9761,self-service procurement,Supply Chain and Logistics
9762,lipoprotein,Software
9763,seasonal marketing,Support Activities
9764,orthodontic treatment,Support Activities
9766,cellular design,Software
9767,medical information collection,Support Activities
9768,openhire,Software
9770,opinion polls,Support Activities
9771,facility supervision,Supply Chain and Logistics
9772,planning,General Skills
9773,joists,Tooling and Machining
9775,cisco routers,Software
9778,varicella,Software
9780,air monitoring photoionization detector (pids) calibration,Tooling and Machining
9782,transportation management,Supply Chain and Logistics
9783,flux core welding,Production and Assembling
9784,tarot,Support Activities
9785,environmental graphic design,Design
9786,inbound routing monitoring,Supply Chain and Logistics
9787,high-level data link control (hdlc),Software
9788,aplastic anemia,Materials
9789,dog walking,Support Activities
9790,billing inquiries,Support Activities
9792,rock stripping,Support Activities
9794,nuclear core design,Software
9795,cervical cancer knowledge,Support Activities
9796,system operation,Software
9797,sun servers,Software
9798,biotechnology management,Materials
9799,pollution control equipment,Tooling and Machining
9800,piping inspection,Tooling and Machining
9801,rf scan gun,Software
9803,prescription writing,Support Activities
9805,employee consultation,Support Activities
9807,advertising management,Support Activities
9808,equipment advice,Tooling and Machining
9811,industrial processes,Production and Assembling
9812,insulin resistance,Materials
9813,carpet installation,Tooling and Machining
9814,down syndrome,General Skills
9815,transit time analysis,Supply Chain and Logistics
9816,margin goals,Support Activities
9817,sample dilution,Support Activities
9820,regulatory documents,Support Activities
9821,wire bonders,Tooling and Machining
9823,mathematical modeling,Ideation and Development
9824,transportation safety,Support Activities
9825,therapy modalities,Support Activities
9826,sales intelligence,Support Activities
9827,shell egg,Software
9828,parasitology,Software
9829,biopharmaceutics,Software
9830,domain name system (dns),Software
9831,blogging sites,Support Activities
9832,power plant systems,Tooling and Machining
9833,phosphorylation,Materials
9834,clinical trial management,Support Activities
9835,live chat technical support,Software
9839,scsi,Software
9843,childhood cancers knowledge,Materials
9845,product line extension,Support Activities
9846,health problem identification,Support Activities
9847,market trend,Support Activities
9848,supply ordering,Support Activities
9851,extranet,Software
9854,marketing information system,Support Activities
9855,gw basic,Software
9856,sourcing technologies,Support Activities
9859,management of federal information resources,Supply Chain and Logistics
9860,processing customer requests,Support Activities
9861,greenhouse gas accounting,Support Activities
9865,echinacea,Support Activities
9866,watercolor,Design
9867,hindi,General Skills
9868,screenplays,Support Activities
9872,tumor cell characterization,Materials
9873,copy editing,Design
9874,rail industry knowledge,Supply Chain and Logistics
9875,air quality regulations,Support Activities
9876,borland c,Software
9877,antiretroviral,Software
9878,risk management framework,Support Activities
9879,syndicated market data,Support Activities
9881,crude oil washing,Tooling and Machining
9882,application support,Software
9883,pruning shears,Support Activities
9884,prion,Materials
9885,sociology,Support Activities
9886,transport policies,Supply Chain and Logistics
9887,sccs,Software
9888,product classification,Support Activities
9890,airline economics,Support Activities
9892,treatment explanation,Support Activities
9893,irrigation pipes,Tooling and Machining
9895,regulatory affairs,Support Activities
9897,washer replacement,Tooling and Machining
9898,security design,Software
9899,alternative distribution channels,Support Activities
9900,rolling forecast models,Support Activities
9904,physics,Materials
9906,atm transactions,Support Activities
9907,site acceptance testing,Software
9908,marine biology,Materials
9909,base station system (bss),Software
9911,transportation decisions,Supply Chain and Logistics
9912,policy review,Support Activities
9913,chain saws,Tooling and Machining
9915,posix,Software
9918,sales strategy,Support Activities
9919,online sales,Support Activities
9920,transfusion medicine,Materials
9921,3d conceptual design,Design
9922,b2b services marketing,Support Activities
9924,technique modification,Support Activities
9926,waste treatment,Production and Assembling
9928,cardiac resynchronization therapy,Software
9929,federal national mortgage association (fnma),Support Activities
9930,quality assurance and control,Support Activities
9932,signage,Support Activities
9933,account strategy,Support Activities
9936,oil containment boom,Tooling and Machining
9937,web applications,Software
9939,powerschool,Software
9940,quicken,Support Activities
9941,clinical research management,Support Activities
9943,soil logging,Supply Chain and Logistics
9945,echosounders,Software
9949,heat pump maintenance,Tooling and Machining
9950,lean kaizen,Production and Assembling
9951,woodworking tools,Tooling and Machining
9955,educational programs,Support Activities
9956,network access control (nac),Software
9959,health information technology (hit),Software
9960,strategic positioning,Support Activities
9962,staff coordination,General Skills
9963,demand analysis,Support Activities
9964,curriculum development,Ideation and Development
9965,nuclear design,Production and Assembling
9966,email marketing campaign,Support Activities
9968,head and neck cancer knowledge,Support Activities
9969,architectural problems,Software
9970,electrical panel wiring,Tooling and Machining
9971,record analysis,Support Activities
9972,presentation design,Design
9977,geogrids,Software
9980,industrial welding,Production and Assembling
9982,biotechnology methods,Materials
9984,laboratory record keeping,Support Activities
9986,spectroscopic methods,Support Activities
9987,body mass index (bmi),Support Activities
9990,portable grinders,Production and Assembling
9991,neurotransmitters,Materials
9992,dec pdp,Support Activities
9994,supplier contract discontinuation,Supply Chain and Logistics
9995,magazine articles,Support Activities
9996,braille writing,General Skills
9997,engineering projects,Support Activities
9998,investment account management,Support Activities
9999,lawn mowing,Support Activities
10002,sequester,Support Activities
10004,product development,Ideation and Development
10005,temperature checking,Tooling and Machining
10006,colorectal surgery,Tooling and Machining
10009,engine assembly,Tooling and Machining
10011,unixware,Software
10012,billing,Support Activities
10017,trade show,Support Activities
10018,switchgear,Tooling and Machining
10024,cell sample collection,Support Activities
10027,oracle crm,Support Activities
10028,plexus,Software
10030,source selection documentation,Support Activities
10031,client care,Support Activities
10033,chemostat,Software
10036,information mapping,Software
10037,geothermal plant equipment,Tooling and Machining
10038,market profitability,Support Activities
10043,phacoemulsification,Software
10044,third-party manufacturing,Production and Assembling
10047,energy trading,Support Activities
10048,surveys,Support Activities
10049,amazon web services (aws),Software
10052,order packing and shipping,Supply Chain and Logistics
10054,freight quotes,Supply Chain and Logistics
10056,concrete drills,Tooling and Machining
10057,auto insurance sales,Support Activities
10059,ultrasound,Tooling and Machining
10064,archival materials,Support Activities
10067,wildlife biology,Materials
10070,transfusion,Materials
10071,iso 9001 standards,Production and Assembling
10072,cloudbase,Software
10074,loan counseling,Support Activities
10075,macintosh os,Software
10076,repair,Tooling and Machining
10078,mining support,Support Activities
10079,protocol implementation,Software
10080,microbiology,Materials
10081,product and equipment pricing information,Support Activities
10083,catheterization laboratory (cath lab),Software
10084,medical information database management,Software
10087,city ledger,Support Activities
10088,rehabilitation,Support Activities
10089,public transit systems,Supply Chain and Logistics
10091,transportation arrangement,Supply Chain and Logistics
10093,polypectomy,Software
10094,medical records administration,Support Activities
10096,hyperion financial management,Support Activities
10097,manufacturing methods improvement,Production and Assembling
10098,adobe coldfusion,Design
10099,recyclable material collection,Support Activities
10102,auction industry knowledge,Support Activities
10103,java server pages (jsp),Software
10104,flumist,Software
10106,restriction enzymes,Materials
10108,nejm,Software
10109,advanced packaging,Support Activities
10111,genetic testing,Support Activities
10112,opengl,Design
10113,back pain,General Skills
10114,benefits program design,Support Activities
10116,capability maturity model (cmm),Production and Assembling
10118,c++,Software
10120,labeling procedures,Support Activities
10121,site surveys,Tooling and Machining
10123,customer accounts,Support Activities
10125,hnp,Software
10128,sgml,Software
10129,health programs,Support Activities
10131,automator,Software
10133,total organic carbons,Materials
10136,annual reports,Support Activities
10137,wind turbine production,Tooling and Machining
10139,tissue processors,Software
10140,zenworks,Software
10141,motion preparation,Support Activities
10143,pooled funds,Support Activities
10145,executive coaching,Support Activities
10146,lumber carrying,Supply Chain and Logistics
10148,wireline,Software
10149,news editing,Support Activities
10150,chronic pain management,Software
10151,neck cancer knowledge,Support Activities
10152,firewalls,Software
10153,carcinoma,Support Activities
10154,contractor industry knowledge,Supply Chain and Logistics
10155,utilities industry knowledge,Support Activities
10157,in-service meetings,Support Activities
10158,myasthenia gravis,Materials
10159,affymetrix,Software
10160,leased line,Support Activities
10161,sarcoma,Materials
10162,identity design,Support Activities
10164,behavioral medicine,Support Activities
10165,developmental disabilities,Ideation and Development
10166,treatment management,Support Activities
10170,customer service database,Software
10171,renal system,Tooling and Machining
10173,heliarc welding equipment,Production and Assembling
10174,gas-tungsten arc welding (gtaw),Production and Assembling
10175,medical information maintenance,Support Activities
10176,life 70,General Skills
10177,sterile solutions preparation,Production and Assembling
10178,esophagogastroduodenoscopy (egd),Support Activities
10179,system x,Software
10180,wind turbines,Tooling and Machining
10183,data verification,Support Activities
10185,granulation,Software
10186,laptop troubleshooting,Software
10188,consumer loan underwriting,Support Activities
10191,materials engineering,Materials
10192,wetland mitigation,Software
10193,labview,Ideation and Development
10194,cogeneration equipment,Tooling and Machining
10195,workforce management,Support Activities
10198,insure/90,Software
10201,energy efficiency assessment,Support Activities
10202,global value sourcing,Support Activities
10203,engineering supervision,Tooling and Machining
10206,fixed assets,Support Activities
10207,environmental contamination prevention,Materials
10208,telemarketing,Support Activities
10209,exercise program development,Ideation and Development
10210,forest fire fighting,Support Activities
10212,sourcing integration,Supply Chain and Logistics
10213,freight transportation,Supply Chain and Logistics
10214,injury care,Support Activities
10215,adobe illustrator,Design
10218,legal writing,Support Activities
10219,photography,Support Activities
10220,system documentation,Software
10222,refrigerant compressors,Tooling and Machining
10224,home management,Support Activities
10225,backpack sprayers,Supply Chain and Logistics
10226,bash,Software
10228,photovoltaic system design,Design
10229,purchasing functions,Supply Chain and Logistics
10231,endocrine disorders,Materials
10232,responding to technical questions,Software
10233,program monitoring,Support Activities
10237,mortgage loan closing,Support Activities
10238,radiofrequency ablation,Software
10240,blood collection,Support Activities
10241,fuel cell applications,Materials
10242,photovoltaic (pv) systems,Tooling and Machining
10243,gene identification,Materials
10248,carrier relationship management,Support Activities
10249,authorware,Software
10251,paracentesis,Software
10252,diversity program development,Ideation and Development
10253,metadata standards,Software
10254,deformation,Materials
10255,electrical system installation,Tooling and Machining
10260,hsp,Software
10261,electron beam evaporators,Production and Assembling
10263,process design,Support Activities
10265,weld inspection,Production and Assembling
10266,vmebus,Support Activities
10267,diathermy,Software
10268,fidessa,Software
10270,eventstudio software,Software
10272,farm products,Support Activities
10274,qualitative research,Ideation and Development
10278,sap pp (production planning),Software
10279,highway construction,Tooling and Machining
10283,baking industry knowledge,Production and Assembling
10284,legal analysis,Support Activities
10285,immunomodulation,Software
10286,cimlinc,Support Activities
10287,metal evaporation systems,Materials
10288,proprioception,General Skills
10289,pronation,General Skills
10290,dialysis,Tooling and Machining
10291,talent pipelining,Support Activities
10292,buffer preparation,Materials
10293,presentation skills,General Skills
10294,governmental accounting practices,Support Activities
10295,drill engineering,Tooling and Machining
10297,graph-based algorithms,Support Activities
10298,xhtml,Software
10299,time series forecasting,Support Activities
10300,project layout,Support Activities
10309,motivational interviewing,General Skills
10310,digital subscriber line (dsl),Software
10311,diagnosis improvement,Support Activities
10312,local government,Support Activities
10317,disco,Software
10318,press campaigns,Support Activities
10319,supply chain performance management,Supply Chain and Logistics
10320,cgi/perl,Software
10322,environmental quality,Support Activities
10323,prioritizing tasks,General Skills
10324,hammering,Tooling and Machining
10325,electronic health record interoperability,Software
10327,metals industry knowledge,Materials
10329,coding compliance regulations,Support Activities
10330,supply continuity protection,Support Activities
10332,agile development,Software
10333,credit application review,Support Activities
10334,transfection,Materials
10336,hand welding,Production and Assembling
10337,industrial plumbing,Tooling and Machining
10338,signal transduction mechanisms,Materials
10339,foreign exchange markets,Support Activities
10340,centricity,Software
10343,eitf 00-21,Software
10344,riak,Software
10345,niaid,Support Activities
10347,medical dictionary for regulatory archives (meddra),Software
10348,topical medication,Support Activities
10350,lesion,Software
10351,food manufacturing industry knowledge,Production and Assembling
10352,operating room experience,Supply Chain and Logistics
10354,closing sales,Support Activities
10355,histology,Materials
10356,wordperfect,Software
10357,analytical software,Software
10358,preventive medicine,Support Activities
10359,protocol development,Ideation and Development
10360,logistics consulting,Supply Chain and Logistics
10361,test evaluation,Software
10364,animal care,Support Activities
10365,operating engineering,Tooling and Machining
10366,protein analysis,Materials
10367,dry eye,Support Activities
10368,laparotomy,Software
10373,centrifugation,Materials
10375,computer software engineering,Software
10376,organic food,Support Activities
10377,microorganism identification,Materials
10378,liver disorders,Materials
10381,gentran integration suite,Software
10382,program evaluation,Support Activities
10384,logistics industry knowledge,Supply Chain and Logistics
10388,mass spectrometry sample preparation,Materials
10390,sequent,Software
10391,environmental review coordination,Support Activities
10394,neuropathic disorders,Software
10395,disk jockey,Tooling and Machining
10396,cardiothoracic surgery,Support Activities
10397,jury selection,Support Activities
10398,educational materials development,Ideation and Development
10399,schizophrenia,General Skills
10402,cytology,Materials
10404,program and database updates,Software
10405,gas exploration,Production and Assembling
10406,process equipment,Materials
10408,engineering calculations,Support Activities
10414,telemetry,Software
10417,accredited project manager,Support Activities
10418,power supplies,Tooling and Machining
10419,allergist,Software
10420,peopletools,Software
10422,stationary engineering,Tooling and Machining
10423,credit report review,Support Activities
10424,smart board,Software
10426,finger stick,Software
10427,direct advertising,Support Activities
10428,radan,Software
10429,computerized numerical control lathes,Tooling and Machining
10430,superfund,Support Activities
10431,clinical messaging,Support Activities
10433,tax avoidance,Support Activities
10437,tupe,Software
10439,hr metrics,Support Activities
10440,maq,Software
10441,resolving shipping/delivery problems,Supply Chain and Logistics
10443,patient discharge summaries,Software
10444,ground rod drivers,Tooling and Machining
10445,health sciences industry knowledge,Materials
10448,environmental remediation,Support Activities
10449,audit findings presentation,Support Activities
10450,cash register operation,Support Activities
10451,artemis,Software
10453,computer network security,Software
10455,juvenile diabetes diagnosis / treatment,Support Activities
10456,waste - to - energy conversion systems,Tooling and Machining
10458,microelectromechanical systems (mems) packaging,Production and Assembling
10460,icl vme,Software
10462,refrigerator repair,Tooling and Machining
10463,slitting machines,Tooling and Machining
10465,design for disassembly,Production and Assembling
10466,ap style,Support Activities
10467,technical assistance,Support Activities
10470,powermill,Software
10471,dyslipidemia,Software
10472,contamination removal,Tooling and Machining
10474,medical technology,Support Activities
10476,supply chain strategy,Supply Chain and Logistics
10477,virtual sales,Support Activities
10478,water planning,Support Activities
10479,oracle spatial,Software
10480,clinical database development,Ideation and Development
10482,iv admixture,Materials
10483,systems quality assurance,Software
10484,aircraft leasing,Support Activities
10485,accounts payable processing,Support Activities
10489,press liaison,Support Activities
10490,prolog,Software
10493,dentures,Support Activities
10495,swot analysis,Support Activities
10496,microsurgery,Software
10498,framing and trim,Support Activities
10499,advanced manufacturing systems,Production and Assembling
10501,shower installation,Software
10502,waste separation,Production and Assembling
10503,efferent,Materials
10504,electronic management system,Software
10505,invoice processing,Support Activities
10507,case preparation,Support Activities
10508,hubspot,Support Activities
10509,disease research,Support Activities
10510,team management,Support Activities
10511,solar application,Software
10513,lymphoma,Support Activities
10514,antifungal,Software
10515,kohana,Software
10516,neurogenic,Software
10517,image editing,Design
10520,economic studies,Support Activities
10521,healthcare marketing,Support Activities
10523,software use instruction,Software
10526,circulating tumor cell characterization,Materials
10527,territory performance,Support Activities
10528,electronic clinical decision support system,Ideation and Development
10529,database administration,Software
10530,microsoft proclarity,Software
10531,mcafee virusscan,Software
10539,pay-per click advertising,Support Activities
10541,consulting industry knowledge,Support Activities
10542,wilms tumors diagnosis / treatment,Support Activities
10544,installation qualification protocol,Software
10545,knot tying,Software
10547,dry mouth diagnosis / treatment,Software
10548,windows server,Software
10550,bladder cancer knowledge,Materials
10551,tourism marketing,Support Activities
10552,sales metrics,Support Activities
10553,heavy rail,Software
10554,bridge standards,Support Activities
10555,greenfield development,Ideation and Development
10557,sales administration,Support Activities
10558,contamination detection,Production and Assembling
10559,hyperbilirubinemia,Support Activities
10560,channel development,Support Activities
10561,occlusion,Software
10562,medical writing,Support Activities
10563,fine needle aspirations (fna),Support Activities
10564,telecommunications design,Support Activities
10566,creative writing,General Skills
10567,copper soldering,Production and Assembling
10568,biochemistry,Materials
10570,miner operator,Support Activities
10571,protocol review,Support Activities
10573,campusvue,Software
10575,neonatology,Software
10576,computerized maintenance management system (cmms),Supply Chain and Logistics
10577,supplier process improvement,Supply Chain and Logistics
10578,tutoring,Support Activities
10579,survey research,Support Activities
10580,solar systems,Software
10581,hydraulic pipe benders,Tooling and Machining
10582,animal health,Support Activities
10585,hives,Software
10586,mobile applications,Software
10588,mrtq,Software
10590,emissions mitigation,Support Activities
10591,legal staffing,Support Activities
10592,monorail,Tooling and Machining
10594,scanner maintenance,Tooling and Machining
10596,payroll services,Support Activities
10597,relational database management system (rdbms),Software
10598,cold therapy,Support Activities
10599,hardware support,Software
10600,wiring maintenance,Tooling and Machining
10601,remodeling,Support Activities
10603,supplier rating systems,Supply Chain and Logistics
10607,drug protocol,Support Activities
10608,learning disability,General Skills
10612,barometers,Tooling and Machining
10613,pls cadd,Software
10614,fe/pipe,Software
10615,neuro-oncology,Software
10617,group 1 software,Software
10618,occupational hygiene,Support Activities
10619,psychiatry,Software
10620,railroad operating rules,Supply Chain and Logistics
10621,leachate management,Support Activities
10622,logistics transition strategy,Supply Chain and Logistics
10624,supply chain data analysis,Supply Chain and Logistics
10626,adenosine,Materials
10628,contract preparation,Support Activities
10631,air sealing,Tooling and Machining
10632,word processing,Software
10633,medical records,Support Activities
10634,bill preparation,Support Activities
10635,dendritic cells,Materials
10636,investment objectives task development,Ideation and Development
10637,nanotechnology engineering,Ideation and Development
10638,air pollution control,Tooling and Machining
10640,infomaster,Software
10641,weed sprayers,Support Activities
10642,iso 14000,Software
10643,biodefense,Software
10644,magnetometers,Support Activities
10645,walking assistance,General Skills
10647,crew resource management,Support Activities
10648,massage therapy,Support Activities
10649,environmental data management,Support Activities
10650,directed energy systems,Tooling and Machining
10652,jafan 6/3,Support Activities
10654,tube furnaces,Tooling and Machining
10655,facility layout,Production and Assembling
10657,wastewater treatment plant design,Production and Assembling
10658,patient-controlled analgesia (pca),Support Activities
10661,cash flow reporting,Support Activities
10663,age discrimination in employment act (adea),Support Activities
10664,coding accuracy,Tooling and Machining
10665,hypertext markup language,Software
10668,accounting industry knowledge,Support Activities
10669,nutraceutical,Software
10670,blood administration,Support Activities
10674,wellbore schematics,Tooling and Machining
10675,building permit applications,Support Activities
10676,reproductive health,Support Activities
10677,billing methods,Support Activities
10678,electronic stability,Software
10679,roentgen,Software
10682,milling cutters,Tooling and Machining
10683,power plants,Tooling and Machining
10685,benefit assessment,Support Activities
10687,disability reduction,Support Activities
10688,mining methods,Support Activities
10690,influenza immunization,Support Activities
10692,special needs children,Support Activities
10693,material exchange format (mxf),Support Activities
10694,delirium,Software
10695,renewable energy systems,Tooling and Machining
10696,defense federal acquisition regulations,Support Activities
10697,ganglion,Software
10701,solar module assembly,Software
10703,adobe freehand,Design
10704,plant efficiency improvement,Support Activities
10705,electrical equipment assembly,Tooling and Machining
10706,novell netware,Software
10707,genetic disorders,Materials
10709,pcr primer design,Materials
10710,medication inventory,Supply Chain and Logistics
10711,global warming,Support Activities
10712,renewable energy equipment,Tooling and Machining
10713,production management,Support Activities
10714,gcos,Software
10715,immunosuppression,Software
